Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Name,Label
44.235.194.199-192.168.137.233-8883-40886-6,44.235.194.199,8883,192.168.137.233,40886,6,05/09/2023 04:51:57 PM,102504627,8,10,138.0,138.0,69.0,0.0,17.25,31.940793442153023,69.0,0.0,13.8,29.09295447354909,2.692561380668211,0.1756018291740137,6029683.94117647,8104477.912382686,20377644.0,17898.0,102401154.0,14628736.285714284,5660110.709315844,20481858.0,7939789.0,102400413.0,11377823.666666666,8078758.181424374,20481977.0,85149.0,0,0,0,0,256,320,0.0780452574106728,0.0975565717633409,0.0,69.0,14.526315789473683,28.90091967212699,835.2631578947368,0,0,0,4,18,0,0,0,1.0,15.333333333333334,17.25,13.8,0,0,0,0,0,0,1,19,1,19,14,5018,2,32,104324.71428571428,870.5603012400896,105756.0,103047.0,14524411.57142857,5659815.926929539,20377644.0,7836230.0,DDoS ICMP Flood,1
173.194.195.206-192.168.137.174-8883-33950-6,173.194.195.206,8883,192.168.137.174,33950,6,05/09/2023 04:52:02 PM,60239383,2,4,62.0,62.0,31.0,31.0,31.0,0.0,31.0,0.0,15.5,17.8978583448784,2.058454018362041,0.0996026137917116,12047876.6,26817815.5235376,60021043.0,51853.0,60134678.0,60134678.0,0.0,60134678.0,60134678.0,60186395.0,20062131.666666664,34651203.775851965,60073895.0,51853.0,1,0,0,0,64,128,0.0332008712639038,0.0664017425278077,0.0,31.0,22.142857142857142,15.126451130702264,228.80952380952377,0,0,0,4,6,0,0,0,2.0,25.83333333333333,31.0,15.5,0,0,0,0,0,0,2,62,4,62,265,316,1,32,113635.0,0.0,113635.0,113635.0,60021043.0,0.0,60021043.0,60021043.0,DDoS ICMP Flood,1
54.188.109.168-192.168.137.140-8886-40931-6,54.188.109.168,8886,192.168.137.140,40931,6,05/09/2023 04:52:05 PM,60648987,2,4,138.0,138.0,69.0,69.0,69.0,0.0,69.0,0.0,34.5,39.83716857408418,4.550776750813662,0.0989299293655143,12129797.4,26655990.16310356,59812248.0,17308.0,60215679.0,60215679.0,0.0,60215679.0,60215679.0,60631679.0,20210559.666666664,34311697.78549591,59830292.0,386123.0,1,0,0,0,40,80,0.0329766431218381,0.0659532862436762,0.0,69.0,49.285714285714285,33.66855251672439,1133.5714285714284,0,0,0,4,6,0,0,0,2.0,57.5,69.0,34.5,0,0,0,0,0,0,2,138,4,138,3582,4104,1,20,403431.0,0.0,403431.0,403431.0,59812248.0,0.0,59812248.0,59812248.0,DDoS ICMP Flood,1
10.0.0.10-10.0.0.254-42969-1883-6,10.0.0.10,42969,10.0.0.254,1883,6,05/09/2023 04:52:13 PM,61046399,6,6,32.0,4.0,14.0,0.0,5.333333333333334,6.772493386240156,2.0,0.0,0.6666666666666667,1.0327955589886444,0.5897153737110685,0.1965717912370228,5549672.636363637,17718533.436651476,58959768.0,42.0,61002636.0,12200527.2,26167138.34181725,59001245.0,1825.0,61046331.0,12209266.2,26139553.509781,58959811.0,42.0,1,0,0,0,192,192,0.0982858956185114,0.0982858956185114,0.0,14.0,2.923076923076923,5.007686399618399,25.07692307692308,0,0,0,6,12,0,0,0,1.0,3.1666666666666665,5.333333333333333,0.6666666666666666,0,0,0,0,0,0,3,16,3,2,502,64,3,32,1046132.0,0.0,1046132.0,1046132.0,58959768.0,0.0,58959768.0,58959768.0,DDoS ICMP Flood,1
10.0.0.10-10.0.0.254-36529-1883-6,10.0.0.10,36529,10.0.0.254,1883,6,05/09/2023 04:52:13 PM,61045605,6,6,32.0,4.0,14.0,0.0,5.333333333333334,6.772493386240156,2.0,0.0,0.6666666666666667,1.0327955589886444,0.5897230439439498,0.1965743479813166,5549600.454545455,17719896.75668231,58963890.0,11.0,61002967.0,12200593.4,26169821.058259528,59006172.0,2743.0,61045594.0,12209118.8,26141898.656573344,58963904.0,60.0,1,0,0,0,192,192,0.0982871739906583,0.0982871739906583,0.0,14.0,2.923076923076923,5.007686399618399,25.07692307692308,0,0,0,6,12,0,0,0,1.0,3.1666666666666665,5.333333333333333,0.6666666666666666,0,0,0,0,0,0,3,16,3,2,502,64,3,32,1045383.0,0.0,1045383.0,1045383.0,58963890.0,0.0,58963890.0,58963890.0,DDoS ICMP Flood,1
10.0.0.5-10.0.0.254-42951-1883-6,10.0.0.5,42951,10.0.0.254,1883,6,05/09/2023 04:52:13 PM,61042893,5,3,34.0,4.0,30.0,0.0,6.8,13.00769003320728,2.0,0.0,1.3333333333333337,1.1547005383792517,0.6225130909178895,0.1310553875616609,8720413.285714285,22618232.52381752,60007027.0,97.0,61001087.0,15250271.75,29841475.663290195,60007027.0,713.0,61042770.0,30521385.0,41699966.3763951,60007714.0,1035056.0,1,0,0,0,160,96,0.0819096172260381,0.0491457703356228,0.0,30.0,4.444444444444445,9.63212218453326,92.77777777777776,0,0,0,5,8,0,0,0,0.0,5.0,6.8,1.3333333333333333,0,0,0,0,0,0,5,34,3,4,502,64,2,32,713.0,0.0,713.0,713.0,60007027.0,0.0,60007027.0,60007027.0,DDoS ICMP Flood,1
10.0.0.11-10.0.0.254-38457-1883-6,10.0.0.11,38457,10.0.0.254,1883,6,05/09/2023 04:52:13 PM,61042780,5,4,17.0,4.0,13.0,0.0,3.4,5.458937625582472,2.0,0.0,1.0,1.1547005383792517,0.3440210291864164,0.1474375839370356,7630347.5,21166469.49773426,60007764.0,16.0,61001038.0,15250259.499999998,29841974.01706872,60007764.0,639.0,61042764.0,20347588.0,34351140.26542267,60008374.0,109.0,1,0,0,0,160,128,0.0819097688539086,0.0655278150831269,0.0,13.0,2.3,3.8887301554906353,15.122222222222222,0,0,0,5,9,0,0,0,0.0,2.555555555555556,3.4,1.0,0,0,0,0,0,0,5,17,4,4,502,64,2,32,639.0,0.0,639.0,639.0,60007764.0,0.0,60007764.0,60007764.0,DDoS ICMP Flood,1
10.0.0.15-10.0.0.254-40499-1883-6,10.0.0.15,40499,10.0.0.254,1883,6,05/09/2023 04:52:13 PM,61042718,5,3,55.0,4.0,51.0,0.0,11.0,22.38302928559939,2.0,0.0,1.3333333333333337,1.1547005383792517,0.966536254168761,0.1310557632771201,8720388.285714285,22618586.3764299,60007814.0,95.0,61001007.0,15250251.749999998,29842008.69071386,60007814.0,916.0,61042601.0,30521300.5,41701491.60572212,60008708.0,1033893.0,1,0,0,0,160,96,0.0819098520482,0.04914591122892,0.0,51.0,6.777777777777778,16.611575615950596,275.94444444444446,0,0,0,5,8,0,0,0,0.0,7.625,11.0,1.3333333333333333,0,0,0,0,0,0,5,55,3,4,502,64,2,32,916.0,0.0,916.0,916.0,60007814.0,0.0,60007814.0,60007814.0,DDoS ICMP Flood,1
10.0.0.5-10.0.0.254-38981-1883-6,10.0.0.5,38981,10.0.0.254,1883,6,05/09/2023 04:52:13 PM,61042560,5,3,34.0,4.0,30.0,0.0,6.8,13.00769003320728,2.0,0.0,1.3333333333333337,1.1547005383792517,0.622516486857694,0.1310561024963566,8720365.714285715,22618751.665869817,60008172.0,96.0,61001007.0,15250251.75,29842243.93471555,60008172.0,922.0,61042423.0,30521211.5,41702105.37440819,60009053.0,1033370.0,1,0,0,0,160,96,0.0819100640602229,0.0491460384361337,0.0,30.0,4.444444444444445,9.63212218453326,92.77777777777776,0,0,0,5,8,0,0,0,0.0,5.0,6.8,1.3333333333333333,0,0,0,0,0,0,5,34,3,4,502,64,2,32,922.0,0.0,922.0,922.0,60008172.0,0.0,60008172.0,60008172.0,DDoS ICMP Flood,1
10.0.0.13-10.0.0.254-43611-1883-6,10.0.0.13,43611,10.0.0.254,1883,6,05/09/2023 04:52:13 PM,61042638,5,3,23.0,4.0,19.0,0.0,4.6,8.1117199162693,2.0,0.0,1.3333333333333337,1.1547005383792517,0.4423137807379819,0.1310559350334761,8720376.857142856,22619098.46940981,60008972.0,94.0,61001363.0,15250340.750000002,29842716.734936364,60008972.0,1235.0,61042425.0,30521212.5,41703567.67123169,60010088.0,1032337.0,1,0,0,0,160,96,0.0819099593959225,0.0491459756375535,0.0,19.0,3.2222222222222223,5.995368582868317,35.94444444444445,0,0,0,5,8,0,0,0,0.0,3.625,4.6,1.3333333333333333,0,0,0,0,0,0,5,23,3,4,502,64,2,32,1235.0,0.0,1235.0,1235.0,60008972.0,0.0,60008972.0,60008972.0,DDoS ICMP Flood,1
10.0.0.13-10.0.0.254-35153-1883-6,10.0.0.13,35153,10.0.0.254,1883,6,05/09/2023 04:52:13 PM,61042404,5,3,23.0,4.0,19.0,0.0,4.6,8.1117199162693,2.0,0.0,1.3333333333333337,1.1547005383792517,0.4423154763039804,0.1310564374234016,8720343.42857143,22619135.998824503,60009024.0,147.0,61001580.0,15250395.000000002,29842714.076498616,60009024.0,1429.0,61042257.0,30521128.5,41704206.89576188,60010456.0,1031801.0,1,0,0,0,160,96,0.081910273389626,0.0491461640337756,0.0,19.0,3.2222222222222223,5.995368582868317,35.94444444444445,0,0,0,5,8,0,0,0,0.0,3.625,4.6,1.3333333333333333,0,0,0,0,0,0,5,23,3,4,502,64,2,32,1429.0,0.0,1429.0,1429.0,60009024.0,0.0,60009024.0,60009024.0,DDoS ICMP Flood,1
10.0.0.15-10.0.0.254-38775-1883-6,10.0.0.15,38775,10.0.0.254,1883,6,05/09/2023 04:52:13 PM,61042336,5,3,55.0,4.0,51.0,0.0,11.0,22.38302928559939,2.0,0.0,1.3333333333333337,1.1547005383792517,0.9665423027061087,0.1310565834177774,8720333.714285715,22619152.52556872,60009046.0,162.0,61001888.0,15250471.999999998,29842680.211809453,60009046.0,1383.0,61042174.0,30521087.0,41704259.92877047,60010452.0,1031722.0,1,0,0,0,160,96,0.0819103646361109,0.0491462187816665,0.0,51.0,6.777777777777778,16.611575615950596,275.94444444444446,0,0,0,5,8,0,0,0,0.0,7.625,11.0,1.3333333333333333,0,0,0,0,0,0,5,55,3,4,502,64,2,32,1383.0,0.0,1383.0,1383.0,60009046.0,0.0,60009046.0,60009046.0,DDoS ICMP Flood,1
10.0.0.11-10.0.0.254-40783-1883-6,10.0.0.11,40783,10.0.0.254,1883,6,05/09/2023 04:52:13 PM,61046325,5,4,18.0,4.0,14.0,0.0,3.6,5.8991524815010505,2.0,0.0,1.0,1.1547005383792517,0.3603820541203749,0.1474290221401533,7630790.625,21166814.736695707,60009076.0,12.0,61002303.0,15250575.75,29842630.960785527,60009076.0,1367.0,61046313.0,20348771.0,34351951.70849739,60010483.0,192.0,1,0,0,0,160,128,0.0819050123000852,0.0655240098400681,0.0,14.0,2.4000000000000004,4.195235392680607,17.6,0,0,0,5,9,0,0,0,0.0,2.6666666666666665,3.6,1.0,0,0,0,0,0,0,5,18,4,4,502,64,2,32,1367.0,0.0,1367.0,1367.0,60009076.0,0.0,60009076.0,60009076.0,DDoS ICMP Flood,1
34.173.20.6-192.168.137.174-443-44454-6,34.173.20.6,443,192.168.137.174,44454,6,05/09/2023 04:53:53 PM,60135147,18,14,4135.0,1760.0,1408.0,0.0,229.72222222222223,490.4605045627504,1368.0,0.0,125.71428571428572,365.3092322469215,98.02919414165562,0.5321347264686989,1939843.451612903,5075775.250089507,15317035.0,0.0,60135147.0,3537361.588235294,6529051.79111749,15371090.0,1.0,45784733.0,3521902.538461539,6644237.350378956,15371143.0,0.0,0,0,0,0,572,456,0.2993257836386431,0.2328089428300557,0.0,1408.0,178.63636363636363,430.926822252182,185697.92613636368,1,2,1,12,30,0,0,0,0.0,184.21875,229.72222222222223,125.71428571428572,0,0,0,5832,11,28621,4,1033,3,440,43648,295,8,20,112184.5,116489.17389039492,286918.0,53657.0,14907407.75,450942.92979738605,15317035.0,14263831.0,DDoS ICMP Flood,1
34.173.20.6-192.168.137.174-443-44454-6,34.173.20.6,443,192.168.137.174,44454,6,05/09/2023 04:54:53 PM,52293,1,3,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,8.0,13.856406460551018,458.95244105329584,76.49207350888264,17431.0,30191.3776267331,52293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,96,19.12301837722066,57.36905513166198,0.0,24.0,4.8,10.73312629199899,115.2,1,0,1,1,4,0,0,0,3.0,6.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,331,295,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
54.187.112.38-192.168.137.140-443-63888-6,54.187.112.38,443,192.168.137.140,63888,6,05/09/2023 04:54:56 PM,994173,11,8,733.0,816.0,421.0,0.0,66.63636363636364,128.27413825652678,357.0,0.0,102.0,128.0513289940517,1558.0789259012265,19.111361905825245,55231.83333333333,70532.617818033,245039.0,2.0,973708.0,97370.8,96775.148974655,293365.0,2.0,993600.0,141942.85714285713,66879.31475782472,245039.0,20468.0,0,0,0,0,224,164,11.064472682319876,8.046889223505366,0.0,421.0,77.45,123.84815618116276,15338.365789473684,2,2,0,9,18,0,0,0,0.0,81.52631578947368,66.63636363636364,102.0,0,0,0,1549,9,1877,0,0,0,0,65535,3716,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
192.168.137.140-54.187.112.38-63888-443-6,192.168.137.140,63888,54.187.112.38,443,6,05/09/2023 04:54:57 PM,95456,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.952061682869594,95456.0,0.0,95456.0,95456.0,95456.0,95456.0,0.0,95456.0,95456.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,20.952061682869594,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4380,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.3-10.0.0.254-44003-1883-6,10.0.0.3,44003,10.0.0.254,1883,6,05/09/2023 04:53:38 PM,118999550,122,122,2148.0,4.0,20.0,0.0,17.60655737704917,2.3232827197425245,2.0,0.0,0.0327868852459016,0.2550134084793733,18.08410199870504,2.050427921786259,489710.0823045269,500144.9939730715,1006519.0,24.0,118999508.0,983467.008264463,127729.9025501661,1006519.0,1367.0,118999475.0,983466.73553719,128328.29449266497,1052955.0,77.0,1,0,0,0,3904,3904,1.0252139608931294,1.0252139608931294,0.0,20.0,8.857142857142858,8.958922651857597,80.26229508196714,0,0,0,122,244,0,0,0,1.0,8.89344262295082,17.60655737704918,0.0327868852459016,0,0,0,72,4,24,2,36,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.7-10.0.0.254-43517-1883-6,10.0.0.7,43517,10.0.0.254,1883,6,05/09/2023 04:53:38 PM,119000012,122,122,5371.0,4.0,47.0,0.0,44.02459016393443,5.731546911256639,2.0,0.0,0.0327868852459016,0.2550134084793733,45.16806267212814,2.0504199613021887,489711.98353909457,500196.8625919214,1005913.0,12.0,118999988.0,983470.9752066112,127811.07168209011,1005929.0,1511.0,118999997.0,983471.0495867766,128255.25347536782,1049022.0,78.0,1,0,0,0,3904,3904,1.0252099806510944,1.0252099806510944,0.0,47.0,22.12244897959184,22.4119704668605,502.2964202074272,0,0,0,122,244,0,0,0,1.0,22.21311475409836,44.02459016393443,0.0327868852459016,0,0,0,178,4,59,2,91,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.14-10.0.0.254-43379-1883-6,10.0.0.14,43379,10.0.0.254,1883,6,05/09/2023 04:53:38 PM,117000606,44,44,884.0,4.0,22.0,0.0,20.09090909090909,6.11448216757477,2.0,0.0,0.0909090909090909,0.4214141098829708,7.589704278967581,0.7521328564742648,1344834.5517241373,1467127.194344054,3006145.0,10.0,117000582.0,2720943.767441861,765214.4592376526,3006167.0,2779.0,117000595.0,2720944.0697674425,760464.5232629479,3006258.0,121.0,1,0,0,0,1408,1408,0.3760664282371324,0.3760664282371324,0.0,22.0,10.224719101123592,10.95211977094012,119.94892747701742,0,0,0,44,88,0,0,0,1.0,10.340909090909092,20.09090909090909,0.0909090909090909,0,0,0,0,0,0,1,22,1,0,502,64,41,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.3-10.0.0.254-35679-1883-6,10.0.0.3,35679,10.0.0.254,1883,6,05/09/2023 04:53:38 PM,119000582,122,122,2142.0,4.0,19.0,0.0,17.55737704918034,2.310769541340701,2.0,0.0,0.0327868852459016,0.2550134084793733,18.03352524780089,2.050410140010912,489714.3292181068,500197.9284417768,1007013.0,10.0,119000554.0,983475.6528925616,127720.23400018434,1007093.0,1519.0,119000571.0,983475.7933884292,128239.10752749578,1048387.0,191.0,1,0,0,0,3904,3904,1.025205070005456,1.025205070005456,0.0,19.0,8.832653061224491,8.933299918877433,79.80384744061556,0,0,0,122,244,0,0,0,1.0,8.868852459016393,17.557377049180328,0.0327868852459016,0,0,0,72,4,24,2,35,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.12-10.0.0.254-44659-1883-6,10.0.0.12,44659,10.0.0.254,1883,6,05/09/2023 04:53:38 PM,119000074,122,122,2284.0,4.0,21.0,0.0,18.72131147540984,2.4402353736967224,2.0,0.0,0.0327868852459016,0.2550134084793733,19.226878800092177,2.050418893016823,489712.2386831273,500209.39601849817,1009375.0,10.0,118999989.0,983470.9834710746,127837.20973312003,1009409.0,1519.0,119000059.0,983471.5619834708,128296.98108911818,1054226.0,87.0,1,0,0,0,3904,3904,1.0252094465084114,1.0252094465084114,0.0,21.0,9.416326530612238,9.522521770862348,90.6784208765474,0,0,0,122,244,0,0,0,1.0,9.454918032786884,18.72131147540984,0.0327868852459016,0,0,0,76,4,25,2,38,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.2-10.0.0.254-43871-1883-6,10.0.0.2,43871,10.0.0.254,1883,6,05/09/2023 04:53:38 PM,116000986,34,34,664.0,4.0,22.0,0.0,19.52941176470588,6.876553462475344,2.0,0.0,0.1176470588235294,0.4776651472212257,5.758571741795367,0.5862019138354565,1731358.0,1947785.101197162,4002998.0,10.0,116000963.0,3515180.696969697,1174358.581726677,4003014.0,2237.0,116000967.0,3515180.8181818184,1168014.9108178278,4003021.0,82.0,1,0,0,0,1088,1088,0.2931009569177282,0.2931009569177282,0.0,22.0,10.0,10.927569020870209,119.4117647058823,0,0,0,34,68,0,0,0,1.0,10.147058823529411,19.529411764705884,0.1176470588235294,0,0,0,0,0,0,1,22,1,0,502,64,31,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.2-10.0.0.254-36947-1883-6,10.0.0.2,36947,10.0.0.254,1883,6,05/09/2023 04:53:38 PM,116001964,34,34,664.0,4.0,22.0,0.0,19.52941176470588,6.876553462475344,2.0,0.0,0.1176470588235294,0.4776651472212257,5.758523191900441,0.5861969716305838,1731372.597014925,1947881.568004609,4004071.0,10.0,116001928.0,3515209.93939394,1174615.587040393,4004085.0,1624.0,116001950.0,3515210.6060606064,1168235.635305436,4004107.0,113.0,1,0,0,0,1088,1088,0.2930984858152919,0.2930984858152919,0.0,22.0,10.0,10.927569020870209,119.4117647058823,0,0,0,34,68,0,0,0,1.0,10.147058823529411,19.529411764705884,0.1176470588235294,0,0,0,0,0,0,1,22,1,0,502,64,31,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.14-10.0.0.254-36405-1883-6,10.0.0.14,36405,10.0.0.254,1883,6,05/09/2023 04:53:38 PM,117000224,44,44,884.0,4.0,22.0,0.0,20.09090909090909,6.11448216757477,2.0,0.0,0.0909090909090909,0.4214141098829708,7.589729058980263,0.7521353121511972,1344830.1609195403,1467038.3337364532,3005795.0,9.0,117000186.0,2720934.558139535,765123.2732558697,3005842.0,1499.0,117000215.0,2720935.2325581387,760108.0257205876,3005815.0,89.0,1,0,0,0,1408,1408,0.3760676560755986,0.3760676560755986,0.0,22.0,10.224719101123592,10.95211977094012,119.94892747701742,0,0,0,44,88,0,0,0,1.0,10.340909090909092,20.09090909090909,0.0909090909090909,0,0,0,0,0,0,1,22,1,0,502,64,41,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.12-10.0.0.254-38083-1883-6,10.0.0.12,38083,10.0.0.254,1883,6,05/09/2023 04:53:38 PM,118998902,122,122,2284.0,4.0,21.0,0.0,18.72131147540984,2.4402353736967224,2.0,0.0,0.0327868852459016,0.2550134084793733,19.22706816236002,2.050439087244688,489707.41563786,500181.6263008168,1011418.0,11.0,118998808.0,983461.2231404958,127676.50145775244,1011418.0,2683.0,118998856.0,983461.6198347104,128352.89094363086,1056304.0,89.0,1,0,0,0,3904,3904,1.0252195436223437,1.0252195436223437,0.0,21.0,9.416326530612238,9.522521770862348,90.6784208765474,0,0,0,122,244,0,0,0,1.0,9.454918032786884,18.72131147540984,0.0327868852459016,0,0,0,76,4,25,2,41,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.7-10.0.0.254-37873-1883-6,10.0.0.7,37873,10.0.0.254,1883,6,05/09/2023 04:53:38 PM,118998556,122,122,5365.0,4.0,47.0,0.0,43.97540983606558,5.724332744332419,2.0,0.0,0.0327868852459016,0.2550134084793733,45.118194543469926,2.050445049097907,489705.9917695475,500185.855205322,1011300.0,9.0,118998539.0,983459.0,127775.25855553312,1011300.0,1538.0,118998511.0,983458.768595041,128294.11937125569,1056456.0,114.0,1,0,0,0,3904,3904,1.0252225245489537,1.0252225245489537,0.0,47.0,22.09387755102041,22.382923161357628,500.9952492472397,0,0,0,122,244,0,0,0,1.0,22.1844262295082,43.97540983606557,0.0327868852459016,0,0,0,178,4,59,2,92,2,0,502,64,119,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS ICMP Flood,1
10.0.0.8-10.0.0.254-43083-1883-6,10.0.0.8,43083,10.0.0.254,1883,6,05/09/2023 04:53:39 PM,115000762,28,28,425.0,4.0,18.0,0.0,15.178571428571429,5.932044625519386,2.0,0.0,0.1428571428571428,0.524530528312962,3.730410064587225,0.486953295144253,2090922.9454545456,2425105.8135322784,5008696.0,11.0,115000721.0,4259285.962962964,1629536.027324118,5008765.0,2241.0,115000744.0,4259286.814814815,1621986.697707191,5008725.0,37.0,1,0,0,0,896,896,0.2434766475721265,0.2434766475721265,0.0,18.0,7.842105263157895,8.68864092957049,75.49248120300753,0,0,0,28,56,0,0,0,1.0,7.982142857142857,15.178571428571429,0.1428571428571428,0,0,0,0,0,0,1,17,1,0,502,64,25,32,5498540.4,5985048.443265549,14997612.0,11.0,5002522.5,2376.7275938892903,5008696.0,5000109.0,DDoS ICMP Flood,1
10.0.0.9-10.0.0.254-45455-1883-6,10.0.0.9,45455,10.0.0.254,1883,6,05/09/2023 04:53:39 PM,115001400,28,28,601.0,4.0,25.0,0.0,21.46428571428571,8.522224291715567,2.0,0.0,0.1428571428571428,0.524530528312962,5.260805520628445,0.4869505936449469,2090934.5454545447,2425314.613275807,5006387.0,10.0,115001328.0,4259308.444444443,1630149.5295419828,5006476.0,1535.0,115001386.0,4259310.592592593,1622530.6899678768,5006405.0,90.0,1,0,0,0,896,896,0.2434752968224734,0.2434752968224734,0.0,25.0,11.05263157894737,12.342465967764038,152.3364661654135,0,0,0,28,56,0,0,0,1.0,11.25,21.464285714285715,0.1428571428571428,0,0,0,0,0,0,1,25,1,0,502,64,25,32,8123346.375,7989644.776210463,19998863.0,10.0,5002770.125,2095.246622885966,5006387.0,5000176.0,DDoS ICMP Flood,1
10.0.0.9-10.0.0.254-35905-1883-6,10.0.0.9,35905,10.0.0.254,1883,6,05/09/2023 04:53:39 PM,115000604,28,28,603.0,4.0,25.0,0.0,21.53571428571428,8.548260134246695,2.0,0.0,0.1428571428571428,0.524530528312962,5.278233147366774,0.486953964172223,2090920.0727272723,2425410.584759687,5004678.0,10.0,115000590.0,4259281.111111112,1630717.949699394,5004742.0,1550.0,115000581.0,4259280.777777778,1622946.388667379,5004711.0,147.0,1,0,0,0,896,896,0.2434769820861115,0.2434769820861115,0.0,25.0,11.087719298245611,12.3812656601969,153.29573934837094,0,0,0,28,56,0,0,0,1.0,11.285714285714286,21.535714285714285,0.1428571428571428,0,0,0,0,0,0,1,25,1,0,502,64,25,32,8123841.625,7989673.03458433,19999153.0,23.0,5002047.875,1493.0042041372972,5004678.0,5000354.0,DDoS ICMP Flood,1
10.0.0.8-10.0.0.254-43951-1883-6,10.0.0.8,43951,10.0.0.254,1883,6,05/09/2023 04:53:39 PM,115000991,28,28,426.0,4.0,18.0,0.0,15.214285714285714,5.946409703324213,2.0,0.0,0.1428571428571428,0.524530528312962,3.739098213510177,0.4869523254803952,2090927.109090909,2425112.2612629835,5006495.0,10.0,115000926.0,4259293.555555554,1630085.785304313,5006513.0,1507.0,115000926.0,4259293.555555556,1622050.7704544489,5006525.0,49.0,1,0,0,0,896,896,0.2434761627401976,0.2434761627401976,0.0,18.0,7.859649122807019,8.70844950216912,75.83709273182959,0,0,0,28,56,0,0,0,1.0,8.0,15.214285714285714,0.1428571428571428,0,0,0,0,0,0,1,17,1,0,502,64,25,32,6665697.333333332,5590094.66853353,14999454.0,33.0,5001962.222222222,1829.540159287151,5006495.0,5000719.0,DDoS ICMP Flood,1
